chunk_id,source_file,doc_title,doc_type,product_family,entry_id,version,language,page,chunk_index,page_chunk_count,chunk_text,char_count,word_count,is_boilerplate
s71200_easy_book_en-US_en-US_p4_c5,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,4,5,5,"on.siemens.com/WW/forum/guests/Conferences.aspx?Language=e
n&siteid=csius&treeLang=en&groupid=4000002&extranet=standard&viewreg=WW&nodei
d0=34612486). These forums allow you to interact with various product experts.
– Forum for S7-1200
(https://www.automation.siemens.com/WW/forum/guests/Conference.aspx?SortField=
LastPostDate&SortOrder=Descending&ForumID=258&Language=en&onlyInternet=Fa
lse)
– Forum for STEP 7 Basic
(https://www.automation.siemens.com/WW/forum/guests/Conference.aspx?SortField=
LastPostDate&SortOrder=Descending&ForumID=265&Language=en&onlyInternet=Fa
lse)",576,29,False
s71200_easy_book_en-US_en-US_p5_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,5,1,2,"Preface

Easy Book
Manual, 01/2015, A5E02486774-AG 5
Service and support
In addition to our documentation, Siemens offers technical expertise on the Internet and on
the customer support web site (http://www.siemens.com/tiaportal).
Contact your Siemens distributor or sales office for assistance in answering any technical
questions, for training, or for ordering S7 products. Because your sales representatives are
technically trained and have the most specific knowledge about your operations, process
and industry, as well as about the individual Siemens products that you are using, they can
provide the fastest and most efficient answers to any problems you might encounter.
Security information
Siemens provides products and solutions with industrial security functions that support the
secure operation of plants, solutions, machines, equipment and/or networks. They are
important components in a holistic industrial security concept.",940,130,False
s71200_easy_book_en-US_en-US_p5_c2,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,5,2,2,"e
secure operation of plants, solutions, machines, equipment and/or networks. They are
important components in a holistic industrial security concept. With this in mind, Siemens’
products and solutions undergo continuous development. Siemens recommends strongly
that you regularly check for product updates.
For the secure operation of Siemens products and solutions, it is necessary to take suitable
preventive action (e.g. cell protection concept) and integrate each component into a holistic,
state-of-the-art industrial security concept. Third-party products that may be in use should
also be considered. You can find more information about industrial security on the Internet
(http://www.siemens.com/industrialsecurity).
To stay informed about product updates as they occur, sign up for a product-specific
newsletter. You can find more information on the Internet
(http://support.automation.siemens.com).",909,120,False
s71200_easy_book_en-US_en-US_p6_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,6,1,1,"Preface

Easy Book
6 Manual, 01/2015, A5E02486774-AG",52,7,False
s71200_easy_book_en-US_en-US_p7_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,1,6,"Easy Book
Manual, 01/2015, A5E02486774-AG 7
Table of contents

Preface ................................ ................................ ................................ ................................ ................... 3
1 Introducing the powerful and flexible S7-1200 ................................ ................................ ....................... 15
1.1 Introducing the S7-1200 PLC ................................................................................................. 15
1.2 Expansion capability of the CPU ............................................................................................ 18
1.3 S7-1200 modules .................................................................................................................... 19
1.4 Basic HMI panels ....................................................................................................................",908,52,False
s71200_easy_book_en-US_en-US_p7_c2,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,2,6,"......... 19
1.4 Basic HMI panels .................................................................................................................... 20
1.5 Mounting dimensions and clearance requirements ................................................................ 21
1.6 New features ........................................................................................................................... 26
2 STEP 7 makes the work easy ................................ ................................ ................................ ............... 29
2.1 Easy to insert instructions into your user program ................................................................. 30
2.2 Easy access to your favorite instructions from a toolbar ........................................................ 30
2.3 Easy to add inputs or outputs to LAD and FBD instructions...................................................",921,68,False
s71200_easy_book_en-US_en-US_p7_c3,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,3,6,".................................. 30
2.3 Easy to add inputs or outputs to LAD and FBD instructions................................................... 31
2.4 Expandable instructions .......................................................................................................... 31
2.5 Easy to change the operating mode of the CPU .................................................................... 32
2.6 Easy to modify the appearance and configuration of STEP 7 ................................................ 32
2.7 Project and global libraries for easy access ........................................................................... 33
2.8 Easy to select a version of an instruction ............................................................................... 33
2.9 Easy to drag and drop between editors ..................................................................................",909,75,False
s71200_easy_book_en-US_en-US_p7_c4,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,4,6,"...................... 33
2.9 Easy to drag and drop between editors .................................................................................. 34
2.10 Changing the call type for a DB .............................................................................................. 35
2.11 Temporarily disconnecting devices from a network ................................................................ 36
2.12 Easy to virtually ""unplug"" modules without losing the configuration ....................................... 37
3 Getting started ................................ ................................ ................................ ................................ ...... 39
3.1 Create a project ...................................................................................................................... 39
3.2 Create tags for the I/O of the CPU ..........................................................................................",959,68,False
s71200_easy_book_en-US_en-US_p7_c5,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,5,6,"................. 39
3.2 Create tags for the I/O of the CPU .......................................................................................... 40
3.3 Create a simple network in your user program ....................................................................... 42
3.4 Use the PLC tags in the tag table for addressing the instructions .......................................... 44
3.5 Add a ""box"" instruction ............................................................................................................ 45
3.6 Use the CALCULATE instruction for a complex mathematical equation ................................ 46
3.7 Add an HMI device to the project ............................................................................................ 48
3.8 Create a network connection between the CPU and HMI device ..........................................",878,80,False
s71200_easy_book_en-US_en-US_p7_c6,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,7,6,6,"......................................... 48
3.8 Create a network connection between the CPU and HMI device .......................................... 49
3.9 Create an HMI connection to share tags ................................................................................ 49",280,25,False
s71200_easy_book_en-US_en-US_p8_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,1,7,"Table of contents

Easy Book
8 Manual, 01/2015, A5E02486774-AG
3.10 Create an HMI screen ............................................................................................................ 50
3.11 Select a PLC tag for the HMI element ................................................................................... 51
4 PLC concepts made easy ................................ ................................ ................................ ..................... 53
4.1 Tasks performed every scan cycle ........................................................................................ 53
4.2 Operating modes of the CPU ................................................................................................. 55
4.3 Execution of the user program ............................................................................................... 56
4.3.1 Processing the scan cycle in RUN mode ...............................................................................",996,70,False
s71200_easy_book_en-US_en-US_p8_c2,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,2,7,"....................... 56
4.3.1 Processing the scan cycle in RUN mode ............................................................................... 56
4.3.2 OBs help you structure your user program ............................................................................ 57
4.3.3 Event execution priorities and queuing .................................................................................. 58
4.4 Memory areas, addressing and data types ............................................................................ 61
4.4.1 Data types supported by the S7-1200 ................................................................................... 62
4.4.2 Addressing memory areas ..................................................................................................... 64
4.4.3 Accessing a ""slice"" of a tagged data type ..............................................................................",926,64,False
s71200_easy_book_en-US_en-US_p8_c3,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,3,7,".................... 64
4.4.3 Accessing a ""slice"" of a tagged data type .............................................................................. 67
4.4.4 Accessing a tag with an AT overlay ....................................................................................... 68
4.5 Pulse outputs ......................................................................................................................... 70
5 Easy to create the device configuration ................................ ................................ ................................ . 73
5.1 Uploading the configuration of a connected CPU .................................................................. 74
5.2 Adding a CPU to the configuration......................................................................................... 76
5.3 Changing a device .................................................................................................................",961,63,False
s71200_easy_book_en-US_en-US_p8_c4,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,4,7,"........... 76
5.3 Changing a device ................................................................................................................. 77
5.4 Adding modules to the configuration ..................................................................................... 78
5.5 Configuration control .............................................................................................................. 79
5.6 Configuring the operation of the CPU and modules .............................................................. 80
5.6.1 System memory and clock memory provide standard functionality ....................................... 82
5.7 Configuring the IP address of the CPU .................................................................................. 85
5.8 Protecting access to the CPU or code block is easy .............................................................",897,65,False
s71200_easy_book_en-US_en-US_p8_c5,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,5,7,".............................. 85
5.8 Protecting access to the CPU or code block is easy ............................................................. 87
5.8.1 Know-how protection ............................................................................................................. 89
5.8.2 Copy protection ...................................................................................................................... 90
6 Programming made easy ................................ ................................ ................................ ...................... 93
6.1 Easy to design your user program ......................................................................................... 93
6.1.1 Use OBs for organizing your user program ........................................................................... 95
6.1.2 FBs and FCs make programming the modular tasks easy ....................................................",952,64,False
s71200_easy_book_en-US_en-US_p8_c6,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,6,7,".................................... 95
6.1.2 FBs and FCs make programming the modular tasks easy .................................................... 97
6.1.3 Data blocks provide easy storage for program data .............................................................. 98
6.1.4 Creating a new code block ..................................................................................................... 99
6.1.5 Creating reusable code blocks ............................................................................................. 100
6.1.6 Calling a code block from another code block ..................................................................... 101
6.2 Easy-to-use programming languages .................................................................................. 101
6.2.1 Ladder logic (LAD) ...............................................................................................................",933,62,False
s71200_easy_book_en-US_en-US_p8_c7,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,8,7,7,"......... 101
6.2.1 Ladder logic (LAD) ............................................................................................................... 102
6.2.2 Function Block Diagram (FBD) ............................................................................................ 103
6.2.3 SCL overview ....................................................................................................................... 103
6.2.4 SCL program editor .............................................................................................................. 104
6.3 Powerful instructions make programming easy ................................................................... 105
6.3.1 Providing the basic instructions you expect ......................................................................... 105",817,43,False
s71200_easy_book_en-US_en-US_p9_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,1,8,"Table of contents

Easy Book
Manual, 01/2015, A5E02486774-AG 9
6.3.2 Comparator and Move instructions ....................................................................................... 108
6.3.3 Conversion operations .......................................................................................................... 109
6.3.4 Math made easy with the Calculate instruction .................................................................... 111
6.3.5 Timer operations ................................................................................................................... 113
6.3.6 Counter operations ............................................................................................................... 118
6.3.7 Pulse-width modulation (PWM) ............................................................................................",869,46,False
s71200_easy_book_en-US_en-US_p9_c2,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,2,8,".................. 118
6.3.7 Pulse-width modulation (PWM) ............................................................................................ 121
6.4 Easy to create data logs ....................................................................................................... 122
6.5 Easy to monitor and test your user program ........................................................................ 124
6.5.1 Watch tables and force tables .............................................................................................. 124
6.5.2 Cross reference to show usage ............................................................................................ 125
6.5.3 Call structure to examine the calling hierarchy ..................................................................... 126
6.5.4 Diagnostic instructions to monitor the hardware ...................................................................",933,61,False
s71200_easy_book_en-US_en-US_p9_c3,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,3,8,"........................ 126
6.5.4 Diagnostic instructions to monitor the hardware ................................................................... 127
6.5.4.1 Reading the states of the LEDs on the CPU ........................................................................ 127
6.5.4.2 Instructions for reading the diagnostic status of the devices ................................................ 128
6.6 High-speed counter (HSC) ................................................................................................... 129
6.6.1 Operation of the high-speed counter .................................................................................... 131
6.6.2 Configuration of the HSC ...................................................................................................... 137
7 Easy to communicate between devices ................................ ................................ ...............................",942,65,False
s71200_easy_book_en-US_en-US_p9_c4,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,4,8,".......... 137
7 Easy to communicate between devices ................................ ................................ ............................... 139
7.1 Creating a network connection ............................................................................................. 140
7.2 Communication options ........................................................................................................ 141
7.3 V4.1 asynchronous communication connections ................................................................. 143
7.4 PROFINET and PROFIBUS instructions .............................................................................. 146
7.5 PROFINET ............................................................................................................................ 147
7.5.1 Open user communication ....................................................................................................",934,47,False
s71200_easy_book_en-US_en-US_p9_c5,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,5,8,"............... 147
7.5.1 Open user communication .................................................................................................... 147
7.5.1.1 Ad hoc mode ......................................................................................................................... 148
7.5.1.2 Connection IDs for the Open user communication instructions ........................................... 148
7.5.1.3 Parameters for the PROFINET connection .......................................................................... 152
7.5.2 Configuring the Local/Partner connection path .................................................................... 154
7.6 PROFIBUS ............................................................................................................................ 157
7.6.1 Communications services of the PROFIBUS CMs ...............................................................",923,53,False
s71200_easy_book_en-US_en-US_p9_c6,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,6,8,"................................ 157
7.6.1 Communications services of the PROFIBUS CMs ............................................................... 158
7.6.2 Reference to the PROFIBUS CM user manuals .................................................................. 159
7.6.3 Adding the CM 1243-5 (DP master) module and a DP slave ............................................... 160
7.6.4 Assigning PROFIBUS addresses to the CM 1243-5 module and DP slave ......................... 161
7.7 AS-i ....................................................................................................................................... 163
7.7.1 Adding the AS-i master CM 1243-2 and AS-i slave .............................................................. 164
7.7.2 Assigning an AS-i address to an AS-i slave .........................................................................",881,75,False
s71200_easy_book_en-US_en-US_p9_c7,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,7,8,"....................... 164
7.7.2 Assigning an AS-i address to an AS-i slave ......................................................................... 165
7.8 S7 communication ................................................................................................................ 168
7.8.1 GET and PUT instructions .................................................................................................... 168
7.8.2 Creating an S7 connection ................................................................................................... 169
7.8.3 GET/PUT connection parameter assignment ....................................................................... 170
7.9 GPRS .................................................................................................................................... 171
7.9.1 Connection to a GSM network ..............................................................................................",961,50,False
s71200_easy_book_en-US_en-US_p9_c8,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,9,8,8,"................. 171
7.9.1 Connection to a GSM network .............................................................................................. 171
7.9.2 Applications of the CP 1242-7 .............................................................................................. 173
7.9.3 Other properties of the CP-1242-7 ....................................................................................... 174
7.9.4 Configuration and electrical connections .............................................................................. 175
7.9.5 Further information ................................................................................................................ 175",694,38,False
s71200_easy_book_en-US_en-US_p10_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,1,6,"Table of contents

Easy Book
10 Manual, 01/2015, A5E02486774-AG
7.9.6 Accessories .......................................................................................................................... 176
7.9.7 Reference to GSM antenna manual .................................................................................... 177
7.9.8 Configuration examples for telecontrol ................................................................................ 177
7.10 PtP, USS, and Modbus communication protocols ............................................................... 182
7.10.1 Point-to-point communication .............................................................................................. 182
7.10.2 Using the serial communication interfaces .......................................................................... 184
7.10.3 PtP instructions ....................................................................................................................",987,54,False
s71200_easy_book_en-US_en-US_p10_c2,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,2,6,"..... 184
7.10.3 PtP instructions .................................................................................................................... 185
7.10.4 USS instructions................................................................................................................... 186
7.10.5 Modbus instructions ............................................................................................................. 188
8 PID is easy ................................ ................................ ................................ ................................ .......... 191
8.1 Inserting the PID instruction and technology object ............................................................. 193
8.2 PID_Compact instruction ..................................................................................................... 195
8.3 PID_Compact instruction ErrorBit parameters .....................................................................",973,47,False
s71200_easy_book_en-US_en-US_p10_c3,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,3,6,"............................ 195
8.3 PID_Compact instruction ErrorBit parameters ..................................................................... 199
8.4 PID_3Step instruction .......................................................................................................... 201
8.5 PID_3Step instruction ErrorBit parameters .......................................................................... 208
8.6 PID_Temp instruction ........................................................................................................... 210
8.6.1 Overview .............................................................................................................................. 210
8.6.2 Operation of the PID_Temp controller ................................................................................. 214
8.6.3 Cascading controllers ..........................................................................................................",963,42,False
s71200_easy_book_en-US_en-US_p10_c4,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,4,6,"........... 214
8.6.3 Cascading controllers .......................................................................................................... 216
8.7 PID_Temp instruction ErrorBit parameters .......................................................................... 220
8.8 Configuring the PID_Compact and PID_3Step controllers .................................................. 222
8.9 Configuring the PID_Temp controller ................................................................................... 225
8.10 Commissioning the PID_Compact and PID_3Step controllers ............................................ 239
8.11 Commissioning the PID_Temp controller ............................................................................ 241
9 Web server for easy Internet connectivity ................................ ................................ .............................",893,56,False
s71200_easy_book_en-US_en-US_p10_c5,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,5,6,"...... 241
9 Web server for easy Internet connectivity ................................ ................................ ............................. 253
9.1 Easy to use the standard Web pages .................................................................................. 254
9.2 Constraints that can affect the use of the Web server ......................................................... 256
9.3 Easy to create user-defined web pages .............................................................................. 257
9.3.1 Easy to create custom ""user-defined"" web pages ............................................................... 257
9.3.2 Constraints specific to user-defined Web pages ................................................................. 259
9.3.3 Configuration of a user-defined Web page ..........................................................................",891,72,False
s71200_easy_book_en-US_en-US_p10_c6,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,10,6,6,"........................ 259
9.3.3 Configuration of a user-defined Web page .......................................................................... 260
9.3.4 Using the WWW instruction ................................................................................................. 260",288,18,False
s71200_easy_book_en-US_en-US_p11_c1,s71200_easy_book_en-US_en-US.csv,SIMATIC S7-1200 Easy Book,Easy Book / Getting Started Guide,S7-1200,,3.0,en,11,1,7,"Table of contents

Easy Book
Manual, 01/2015, A5E02486774-AG 11
10 Motion control is easy ................................ ................................ ................................ ......................... 263
10.1 Phasing ................................................................................................................................. 268
10.2 Configuring a pulse generator .............................................................................................. 270
10.3 Open loop motion control ...................................................................................................... 271
10.3.1 Configuring the axis .............................................................................................................. 271
10.3.2 Commissioning .....................................................................................................................",918,46,False
