chunk_id,source_file,doc_title,doc_type,product_family,entry_id,version,language,page,chunk_index,page_chunk_count,chunk_text,char_count,word_count,is_boilerplate
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c3,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,3,8,"............. ................................ ............ 21
2.5.1. Status Outputs ................................ ................................ ................................ ................................ ........... 21
2.5.2. Status Messages ................................ ................................ ................................ ................................ ......... 23
3. LFTP ................................ ................................ ................................ ................................ .............34
3.1. Overview ................................ ................................ ................................ ................................ ................... 34
3.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 34
3.1.2. Components of the Library ................................ ................................",990,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c4,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,4,8,"......... ................................ ..... 34
3.1.2. Components of the Library ................................ ................................ ................................ .......................... 35
3.1.3. Validity ................................ ................................ ................................ ................................ ...................... 35
3.2. LFTP_Client ................................ ................................ ................................ ................................ ................ 36
3.2.1. Interface Description ................................ ................................ ................................ ................................ .. 36
3.2.2. Error Handling ................................ ................................ ................................ ................................ ............ 37
3.3. PLC Data Types ................................ ................................",979,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c5,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,5,8,"............... ................................ ............ 37
3.3. PLC Data Types ................................ ................................ ................................ ................................ ........... 39
3.4. Integration into the user project ................................ ................................ ................................ .................. 39
4. LHTTP ................................ ................................ ................................ ................................ ...........40
4.1. Overview ................................ ................................ ................................ ................................ ................... 40
4.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 40
4.1.2. Components of the Library ................................ ................................",981,57,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c6,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,6,8,"......... ................................ ..... 40
4.1.2. Components of the Library ................................ ................................ ................................ .......................... 41
4.1.3. Validity ................................ ................................ ................................ ................................ ...................... 41
4.2. LHTTP_Get ................................ ................................ ................................ ................................ ................. 42
4.2.1. Interface Description ................................ ................................ ................................ ................................ .. 42
4.2.2. Operation ................................ ................................ ................................ ................................ .................. 43
4.3. LHTTP_PostPut................................ ................................",977,50,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c7,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,7,8,"........... ................................ .................. 43
4.3. LHTTP_PostPut................................ ................................ ................................ ................................ ............ 45
4.3.1. Interface Description ................................ ................................ ................................ ................................ .. 45
4.3.2. Operation ................................ ................................ ................................ ................................ .................. 46
4.4. LHTTP_FindStringInArray ................................ ................................ ................................ ............................ 48
4.5. LHTTP_ExtractStringFromArray ................................ ................................ ................................ .................... 48
4.6. LHTTP_ExtractStringFromArrayExt ................................ ................................",990,46,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p3_c8,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,3,8,8,"....................... .................... 48
4.6. LHTTP_ExtractStringFromArrayExt ................................ ................................ ................................ ............... 49",202,10,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c1,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,1,8,"Table of Contents
Entry ID: 109780503 | V2.5.0 | 02/2026 © Siemens 2026 | 4
4.7. PLC Data Types ................................ ................................ ................................ ................................ ........... 50
4.8. Error Handling ................................ ................................ ................................ ................................ ............ 50
5. LMQTT ................................ ................................ ................................ ................................ ..........53
5.1. Overview ................................ ................................ ................................ ................................ ................... 53
5.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 53
5.1.2. Components of the Library ................................ ................................",999,66,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c2,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,2,8,"......... ................................ ..... 53
5.1.2. Components of the Library ................................ ................................ ................................ .......................... 53
5.1.3. Validity ................................ ................................ ................................ ................................ ...................... 53
5.2. LMQTT_Client ................................ ................................ ................................ ................................ ............. 54
5.2.1. Interface Description ................................ ................................ ................................ ................................ .. 54
5.2.2. Error Handling ................................ ................................ ................................ ................................ ............ 56
5.3. LMQTT_ConvertToUtf8 ................................ ................................",982,52,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c3,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,3,8,".......... ................................ ............ 56
5.3. LMQTT_ConvertToUtf8 ................................ ................................ ................................ ............................... 59
5.4. PLC Data Types ................................ ................................ ................................ ................................ ........... 59
5.5. Tips and tricks ................................ ................................ ................................ ................................ ............ 60
5.6. Integration into the User Project ................................ ................................ ................................ .................. 60
6. LOpcUa ................................ ................................ ................................ ................................ ........61
6.1. Overview ................................ ................................ ................................",980,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c4,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,4,8,".......................... ........61
6.1. Overview ................................ ................................ ................................ ................................ ................... 61
6.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 61
6.1.2. Components of the Library ................................ ................................ ................................ .......................... 62
6.1.3. Validity ................................ ................................ ................................ ................................ ...................... 63
6.2. PubSub via UDP ................................ ................................ ................................ ................................ .......... 64
6.2.1. Principle of Operation ................................ ................................",971,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c5,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,5,8,"....... ................................ .......... 64
6.2.1. Principle of Operation ................................ ................................ ................................ ................................ . 64
6.2.2. LOpcUa_PubUdp................................ ................................ ................................ ................................ ......... 66
6.2.3. LOpcUa_SubUdp................................ ................................ ................................ ................................ ......... 67
6.2.4. Error Handling ................................ ................................ ................................ ................................ ............ 68
6.2.5. Integration into the User Project ................................ ................................ ................................ .................. 68
6.3. PubSub via MQTT ................................ ................................",970,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c6,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,6,8,"........ ................................ .................. 68
6.3. PubSub via MQTT ................................ ................................ ................................ ................................ ....... 69
6.3.1. Principle of Operation ................................ ................................ ................................ ................................ . 69
6.3.2. LOpcUa_PubMqtt ................................ ................................ ................................ ................................ ....... 71
6.3.3. LOpcUa_SubMqtt ................................ ................................ ................................ ................................ ....... 72
6.3.4. LOpcUa_PubMqttJson ................................ ................................ ................................ ................................ . 73
6.3.5. LOpcUa_SubMqttJson ................................ ................................",979,52,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c7,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,7,8,".................... ................................ . 73
6.3.5. LOpcUa_SubMqttJson ................................ ................................ ................................ ................................ . 75
6.3.6. Error Handling ................................ ................................ ................................ ................................ ............ 76
6.3.7. Integration into the User Project ................................ ................................ ................................ .................. 76
6.4. PLC Data Types ................................ ................................ ................................ ................................ ........... 76
7. LSNMP................................ ................................ ................................ ................................ ..........82
7.1. Overview ................................ ................................ ................................",986,53,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p4_c8,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,4,8,8,"........................ ..........82
7.1. Overview ................................ ................................ ................................ ................................ ................... 82
7.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 82
7.1.2. Components of the Library ................................ ................................ ................................ .......................... 84",535,30,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c1,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,1,8,"Table of Contents
Entry ID: 109780503 | V2.5.0 | 02/2026 © Siemens 2026 | 5
7.1.3. Validity ................................ ................................ ................................ ................................ ...................... 84
7.2. LSNMP_Get ................................ ................................ ................................ ................................ ................ 85
7.3. LSNMP_GetBulk ................................ ................................ ................................ ................................ .......... 86
7.4. LSNMP_Set ................................ ................................ ................................ ................................ ................. 88
7.5. LSNMP_SendTrap ................................ ................................ ................................ ................................ ....... 89
7.6. LSNMP_ReceiveTrap................................",967,57,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c2,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,2,8,".................. ................................ ................................ ....... 89
7.6. LSNMP_ReceiveTrap................................ ................................ ................................ ................................ .... 90
7.7. PLC Data Types ................................ ................................ ................................ ................................ ........... 91
7.8. Integration into the User Project ................................ ................................ ................................ .................. 92
7.9. Error Handling ................................ ................................ ................................ ................................ ............ 92
8. LSNTP ................................ ................................ ................................ ................................ ...........94
8.1. Overview ................................ ................................",987,53,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c3,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,3,8,"....................... ................................ ...........94
8.1. Overview ................................ ................................ ................................ ................................ ................... 94
8.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 94
8.1.2. Components of the Library ................................ ................................ ................................ .......................... 95
8.1.3. Validity ................................ ................................ ................................ ................................ ...................... 95
8.2. LSNTP_Server ................................ ................................ ................................ ................................ ............. 96
8.2.1. Interface Description ................................",971,51,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c4,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,4,8,"..... ................................ ................................ ............. 96
8.2.1. Interface Description ................................ ................................ ................................ ................................ .. 96
8.2.2. Error Handling ................................ ................................ ................................ ................................ ............ 97
9. LSQL ................................ ................................ ................................ ................................ .............98
9.1. Overview ................................ ................................ ................................ ................................ ................... 98
9.1.1. Range of Functions ................................ ................................ ................................ ................................ ..... 98
9.1.2. Components of the library ................................",983,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c5,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,5,8,"......... ................................ ................................ ..... 98
9.1.2. Components of the library ................................ ................................ ................................ .......................... 98
9.1.3. Validity ................................ ................................ ................................ ................................ ...................... 98
9.2. LSQL_Microsoft ................................ ................................ ................................ ................................ .......... 99
9.2.1. Interface Description ................................ ................................ ................................ ................................ .. 99
9.2.2. Error handling ................................ ................................ ................................ ................................ .......... 100
9.3. PLC Data Types ................................",975,54,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c6,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,6,8,"................ ................................ ................................ .......... 100
9.3. PLC Data Types ................................ ................................ ................................ ................................ ......... 101
9.4. Integration into the User Project ................................ ................................ ................................ ................ 101
10. LSyslog ................................ ................................ ................................ ................................ ...... 102
10.1. Overview ................................ ................................ ................................ ................................ ................. 102
10.1.1. Range of Functions ................................ ................................ ................................ ................................ ... 102
10.1.2. Components of the Library ................................",980,58,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c7,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,7,8,"......... ................................ ................................ ... 102
10.1.2. Components of the Library ................................ ................................ ................................ ........................ 103
10.1.3. Validity ................................ ................................ ................................ ................................ .................... 103
10.2. LSyslog_Send ................................ ................................ ................................ ................................ ........... 104
10.2.1. Interface Description ................................ ................................ ................................ ................................ 104
10.2.2. Error Handling ................................ ................................ ................................ ................................ .......... 105
10.3. PLC Data Types ................................",976,53,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p5_c8,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,5,8,8,"............... ................................ ................................ .......... 105
10.3. PLC Data Types ................................ ................................ ................................ ................................ ......... 106
10.4. Integration into the User Project ................................ ................................ ................................ ................ 106
11. LCoAP................................ ................................ ................................ ................................ ......... 107",578,33,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c1,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,1,8,"Table of Contents
Entry ID: 109780503 | V2.5.0 | 02/2026 © Siemens 2026 | 6
11.1. Overview ................................ ................................ ................................ ................................ ................. 107
11.1.1. Range of functions ................................ ................................ ................................ ................................ ... 107
11.1.2. CoAP Protocol Overview ................................ ................................ ................................ ............................ 107
11.1.3. Components of the library ................................ ................................ ................................ ........................ 109
11.1.4. Validity ................................ ................................ ................................ ................................ .................... 110
11.2. LCoAP_ClientServer ................................",968,63,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c2,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,2,8,". ................................ ................................ .................... 110
11.2. LCoAP_ClientServer ................................ ................................ ................................ ................................ .. 111
11.2.1. Interface description ................................ ................................ ................................ ................................ . 111
11.2.2. Operation ................................ ................................ ................................ ................................ ................ 112
11.2.3. Error handling ................................ ................................ ................................ ................................ .......... 116
11.3. LCoAP_EncodeHeader ................................ ................................ ................................ ............................... 117
11.3.1. Interface description ................................",988,50,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c3,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,3,8,".................. ................................ ............................... 117
11.3.1. Interface description ................................ ................................ ................................ ................................ . 117
11.3.2. Operation ................................ ................................ ................................ ................................ ................ 118
11.3.3. Auxiliar functions ................................ ................................ ................................ ................................ ..... 119
11.3.3.1. LCoAP_EncodeOptionLengthDelta ................................ ................................ ................................ ............. 119
11.3.3.2. LCoAP_EncodeOptionString ................................ ................................ ................................ ...................... 120
11.3.3.3. LCoAP_EncodeOptionUInt ................................",979,47,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c4,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,4,8,"........................ ................................ ...................... 120
11.3.3.3. LCoAP_EncodeOptionUInt ................................ ................................ ................................ ......................... 121
11.3.3.4. LCoAP_EncodePayloadMarker ................................ ................................ ................................ ................... 122
11.3.4. Error handling ................................ ................................ ................................ ................................ .......... 122
11.4. LCoAP_DecodeHeader ................................ ................................ ................................ .............................. 123
11.4.1. Interface description ................................ ................................ ................................ ................................ . 123
11.4.2. Operation ................................ ................................",986,47,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c5,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,5,8,"........................... ................................ . 123
11.4.2. Operation ................................ ................................ ................................ ................................ ................ 124
11.4.3. Auxiliar functions ................................ ................................ ................................ ................................ ..... 125
11.4.3.1. LCoAP_DecodeType ................................ ................................ ................................ ................................ .. 125
11.4.3.2. LCoAP_DecodeCode ................................ ................................ ................................ ................................ .. 125
11.4.3.3. LCoAP_DecodeToken ................................ ................................ ................................ ................................ 126
11.4.3.4. LCoAP_DecodeOptionLengthDelta ................................",975,47,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c6,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,6,8,"....... ................................ ................................ 126
11.4.3.4. LCoAP_DecodeOptionLengthDelta ................................ ................................ ................................ ............. 126
11.4.3.5. LCoAP_DecodeOptionString ................................ ................................ ................................ ...................... 127
11.4.3.6. LCoAP_DecodeOptionUInt ................................ ................................ ................................ ......................... 128
11.4.3.7. LCoAP_DecodePayloadMarker ................................ ................................ ................................ ................... 129
11.4.4. Error handling ................................ ................................ ................................ ................................ .......... 130
11.5. Utilities ................................ ................................",968,45,False
109780503_Libraries_Comm_Controller_DOC_V2_5_0_en_p6_c7,109780503_Libraries_Comm_Controller_DOC_V2_5_0_en.csv,Libraries for Communication for SIMATIC Controllers,Application Example / Library Documentation,SIMATIC Controllers (S7-1200/S7-1500),109780503,2.5.0,en,6,7,8,".................... ................................ .......... 130
11.5. Utilities ................................ ................................ ................................ ................................ .................... 131
11.5.1. LCoAP_GenerateMessageID ................................ ................................ ................................ ...................... 131
11.5.2. LCoAP_GenerateToken................................ ................................ ................................ .............................. 131
11.5.3. LCoAP_TokenCompare ................................ ................................ ................................ .............................. 131
11.6. PLC Data types ................................ ................................ ................................ ................................ .......... 133
12. LDNS ................................ ................................ ................................",997,47,False
